track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
5YXr4AGfUQpLSxtFSsKUh6,Map of the Problematique,Muse,58,0lw68yx3MhKflWFqCsGkIs,Black Holes and Revelations,2006-06-19,"Muse Radio - (Uprising, Starlight, Supermassive Black Hole, Madness)",0dAbaJtkS9st5o0cBe1Zcu,rock,permanent wave,0.493,0.959,8,-3.613,1,0.0414,0.000386,0.118,0.254,0.703,125.04,258066
7FIWs0pqAYbP91WWM0vlTQ,Godzilla (feat. Juice WRLD),Eminem,79,4otkd9As6YaxxEkIjXPiZ6,Music To Be Murdered By,2020-01-17,Todo Éxitos,2ji5tRQVfnhaX1w9FhmSzk,pop,dance pop,0.808,0.745,10,-5.26,0,0.342,0.145,0.0,0.292,0.829,165.995,210800
6kWxGDy6M6IBoUphdmYTSq,Superhero - Original Mix,Kormac,1,6v3ulVHcqgaI7Rc4Houepz,Superhero,2012-06-18,Electro Swing,3Dr4NKbsFQ2m7tmPxGRroO,edm,electro house,0.878,0.814,0,-8.858,0,0.0623,0.0195,0.468,0.0515,0.844,123.026,327838
43sNw9nvGYGLYnNiwI8oMZ,Freek'n You,Jodeci,58,5tincGtQaRD1QoXAT0PELz,"The Show, The After Party, The Hotel",1995-01-01,New Jack Swing/ R&B Hits: 1987 - 2002,4sji14lrB5bgcr51lPALYH,r&b,new jack swing,0.709,0.52,5,-9.365,0,0.0301,0.0682,0.0,0.0629,0.453,134.173,379240
5UDEi8SNujka6BfNh29eTt,Drive,Lockeland,34,4ASwZyU1ZONTwgQQAEGKnt,Drive,2019-08-30,HARD ROCK Vibes,28817h8FTrRI4V40DqHVaB,rock,hard rock,0.506,0.939,2,-2.588,1,0.121,0.0108,0.0,0.307,0.687,145.041,203747
2QAnWA18XUiajq1NxoTJuF,Waking Up to Sleep,Zeus the Elevated,11,0oaLUlCUnePEzeMMsVMXWg,Heaven's Gate,2019-01-31,Lush Lofi,37i9dQZF1DXc8kgYqQLMfH,rap,hip hop,0.734,0.221,5,-16.403,0,0.318,0.69,0.918,0.11,0.21,125.785,66390
7okKZ5JfRIJBcqKhX2fTmU,Everyday,Angie Stone,35,06H2UUZRxzOuD7gyB5MjLu,Black Diamond,1999-09-27,Neo Soul Music,78RRvktrPMSqAoCI21mNOe,r&b,neo soul,0.712,0.365,4,-7.862,0,0.212,0.373,0.0,0.171,0.529,81.847,272570
0871vn05d33xTvZllwVWKq,Sass Cafe,Josh Stanley,41,1eiSdwoRudvGTSBa5WOHlr,Sass Cafe,2019-06-07,Pop Inglés (2020 - 2010s)💙 Música En Inglés 2010s,4QAzO1Z92yqqD6Mf3mOANu,pop,dance pop,0.799,0.616,1,-9.501,1,0.262,0.343,4.15e-05,0.14,0.356,95.055,160800
059bcIhyc2SBwm6sw2AZzd,Te Vi,Piso 21,83,02XOoh8XrlCc466QkkjGk5,Te Vi,2018-12-14,Latin Pop 2019,5wONX0lVyQE5XTxqjTUiUd,latin,latin pop,0.877,0.777,1,-4.246,1,0.117,0.0446,3.46e-05,0.0863,0.706,102.02,231848
4Mr73gFwZUeFnrfRov23we,Slave II,Logic,55,0WMr3ulx5Mzi1B3C8LsHVA,Bobby Tarantino,2016-07-01,This Is Logic,37i9dQZF1DWTIuAboZgTMf,rap,hip hop,0.515,0.508,10,-5.997,0,0.16,0.026,0.00279,0.108,0.129,90.507,196893
3gBcBIHTSd3nab5w53U45C,Ojos de Diablo,Zof Ziro,41,3bp9sgElOhKotEEJcG86rt,La Bomba de Ziroshima,2016-06-25,HIP-HOP: Latin Rap ['89-present],5fWgI0IJ1el5NB1sZ0Egsx,latin,latin hip hop,0.841,0.573,6,-11.715,0,0.302,0.383,9.62e-05,0.105,0.644,92.684,237000
2Fxmhks0bxGSBdJ92vM42m,bad guy,Billie Eilish,95,0S0KGZnfBGSIssfF54WSJh,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2019-03-29,Global Top 50 | 2020 Hits,1KNl4AYfgZtOVm9KHkhPTF,latin,latin hip hop,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,194088
6hyKhlwAvLvVh0ZysHFLnq,MONOMANIA,The Word Alive,54,2cUtWBZSDdKGEQulGpzxyn,M0N0MANIA,2020-01-10,Rock Hard,37i9dQZF1DWWJOmJ7nRx0C,rock,hard rock,0.456,0.93,5,-3.596,1,0.186,0.00491,0.000191,0.159,0.416,148.749,238680
1tzHOvF8X9Hw9p1xRM6xCt,Hydro,Cap Kendricks,50,0zjeIDBUsH3kzgfePS5bZE,Hydro,2019-11-29,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.8,0.434,5,-9.729,0,0.131,0.156,0.66,0.544,0.736,86.143,117143
6SjKZJ2RkBfmWy84uPsIWH,Something About You,James Carter,52,2uvYYibXEXdsROgqevXPBl,Something About You,2019-08-02,Tropical House 2020,2oivDYqm1dQK4KbwVJTaf6,latin,tropical,0.699,0.885,7,-6.605,0,0.0637,0.0455,0.0199,0.257,0.248,122.012,174946
7KAjSwWDoJ8LY8UOqgp7mh,Comencé una Historia,Artury Pepper,0,7EzWPfX8qVHoRF8ljWZ0HN,Comencé una Historia,2015,LATIN FLOW MIX - Música Cristiana🎵,396llvvFOIB9jgPg0kqNDb,latin,latin hip hop,0.665,0.614,11,-9.515,0,0.0538,0.0169,0.000585,0.565,0.141,127.972,249854
1qLeX26IEu3kPWxPfyBMGd,RX,Don Omar,38,6mGDfbDErYIJsmSewvccWm,Meet The Orphans,2010-01-01,Latin/Hip Hop/Dancehall/Soca,2rg9LCyvaMQvnCE2hVndpR,latin,latin hip hop,0.646,0.867,2,-4.468,1,0.27,0.103,0.0,0.163,0.892,88.241,225333
3tyUh8UpK0PVu00AjbP1UG,Brown Sugar,D'Angelo,4,1Owp8VOaFEk4r7zkvGOHmE,Brown Sugar,1995-07-03,Neo Soul / Modern Jazz / Smooth Hiphop,07SNJ4MwYba9wwmzrbjmYi,r&b,neo soul,0.718,0.486,9,-8.342,1,0.168,0.53,0.0342,0.102,0.589,83.077,262893
3yEtuhGR8jOtusa29jWrhG,Tu Amor Me Hace Bien - Salsa Version,Marc Anthony,69,4O3yvEN5II2yKWKBPtDLD7,Valio La Pena,2004-07-27,Paraiso Tropical,37i9dQZF1DWYey22ryYM8U,latin,tropical,0.691,0.658,0,-6.496,1,0.0359,0.398,4.58e-05,0.112,0.617,97.68,300160
0LcN82PW3JQLCnyEQWAFs5,Need You,Tinlicker,40,2nPPKwBEIF0zenT8ksfI3J,Need You,2019-09-13,Deep Electronic Music 2020 & Progressive House,5CMvAWTlDPdZnkleiTHyyo,edm,progressive electro house,0.637,0.837,2,-6.12,0,0.0372,0.0098,0.0296,0.129,0.0517,122.969,213978
